DATAFLOW,REF_AREA:Geographic area,INDICATOR:Indicator,SEX:Sex,EDUCATION_LEVEL:Education Level,WEALTH_QUINTILE:Wealth Quintile,RESIDENCE:Residence,UNIT_MEASURE:Unit of measure,TIME_PERIOD:Time period,OBS_VALUE:Observation Value,UNIT_MULTIPLIER:Unit multiplier,SOURCE_LINK:Citation of or link to the data source,SERIES_FOOTNOTE:Series footnote,OBS_STATUS:Observation Status,DATA_SOURCE:Data Source,OBS_CONF:Observation confidentaility,TIME_PERIOD_METHOD:Time period activity related to when the data are collected,COVERAGE_TIME:The period of time for which data are provided,OBS_FOOTNOTE:Observation footnote,FREQ_COLL:Time interval at which the source data are collected
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,3.479101,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,6.585115,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2020,4.769315,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2020,10.41022,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2020,0.4880103,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2020,5.335608,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2020,4.740087,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2020,5.480583,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2020,3.860926,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L2: Out-of-school rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2020,5.164966,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,13.35593,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,25.30602,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2020,28.45611,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2020,25.83771,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2020,15.99608,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2020,16.82703,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2020,9.96616,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2020,21.23079,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2020,12.74808,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,WSM: Samoa,ED_ROFST_L3: Out-of-school rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2020,19.50949,,,,,MICS 2019-20,,EOF: End of fieldwork,2019-20,,
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",F: Female,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2013,14.31997,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",M: Male,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2013,13.21062,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q1: Lowest,_T: Total,PCNT: %,2013,6.306613,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q2: Second,_T: Total,PCNT: %,2013,12.67935,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q3: Middle,_T: Total,PCNT: %,2013,15.27138,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q4: Fourth,_T: Total,PCNT: %,2013,14.6038,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,Q5: Highest,_T: Total,PCNT: %,2013,22.43145,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,R: Rural,PCNT: %,2013,11.98879,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,U: Urban,PCNT: %,2013,18.47129,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,"ED_ANAR_L02: Adjusted net attendance rate, one year before the official primary entry age",_T: Total,ISCED11_02: Pre-primary education,_T: Total,_T: Total,PCNT: %,2013,13.75709,,,,AD: Adjusted,DHS 2013,F: Free,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,72.37395,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,80.33566,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2013,56.37058,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2013,76.24173,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2013,81.62698,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2013,83.48696,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2013,89.85516,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2013,73.0366,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2013,85.38947,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L1: Adjusted net attendance rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,76.41631,,,,AD: Adjusted,MICS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2013,34.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2013,43.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2013,16.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2013,28.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2013,38.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2013,47,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q5: Highest,_T: Total,PCNT: %,2013,64.9,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,R: Rural,PCNT: %,2013,31.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,U: Urban,PCNT: %,2013,55.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L2: Adjusted net attendance rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2013,38.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,F: Female,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2013,25.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,M: Male,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2013,33.6,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q1: Lowest,_T: Total,PCNT: %,2013,8.9,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q2: Second,_T: Total,PCNT: %,2013,18.5,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q3: Middle,_T: Total,PCNT: %,2013,26.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q4: Fourth,_T: Total,PCNT: %,2013,33.6,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,Q5: Highest,_T: Total,PCNT: %,2013,55.4,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,R: Rural,PCNT: %,2013,21.5,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,U: Urban,PCNT: %,2013,46.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_ANAR_L3: Adjusted net attendance rate for youth of upper secondary school age,_T: Total,ISCED11_3: Upper secondary education,_T: Total,_T: Total,PCNT: %,2013,29.3,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,F: Female,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,54.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,M: Male,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,70.3,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q1: Lowest,_T: Total,PCNT: %,2013,33,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q2: Second,_T: Total,PCNT: %,2013,53,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q3: Middle,_T: Total,PCNT: %,2013,66.1,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q4: Fourth,_T: Total,PCNT: %,2013,73.8,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,Q5: Highest,_T: Total,PCNT: %,2013,86.2,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,R: Rural,PCNT: %,2013,55.7,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,U: Urban,PCNT: %,2013,78.6,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L1: Completion rate for children of primary school age,_T: Total,ISCED11_1: Primary education,_T: Total,_T: Total,PCNT: %,2013,62.6,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L2: Completion rate for adolescents of lower secondary school age,F: Female,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2013,39.3,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L2: Completion rate for adolescents of lower secondary school age,M: Male,ISCED11_2: Lower secondary education,_T: Total,_T: Total,PCNT: %,2013,54.5,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q1: Lowest,_T: Total,PCNT: %,2013,19.4,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q2: Second,_T: Total,PCNT: %,2013,33.5,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q3: Middle,_T: Total,PCNT: %,2013,46.4,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
UNICEF:EDUCATION(1.0): Education,YEM: Yemen,ED_CR_L2: Completion rate for adolescents of lower secondary school age,_T: Total,ISCED11_2: Lower secondary education,Q4: Fourth,_T: Total,PCNT: %,2013,52.1,,,,AD: Adjusted,DHS 2013,,EOF: End of fieldwork,2013,,0: Not Known
